label,num_nodes,num_tweets,avg_num_retweet,retweet_perc,num_users,total_propagation_time,avg_num_followers,avg_num_friends,avg_time_diff,perc_post_1_hour,users_10h,id
fake,116,110,0.045454545454545456,0.05172413793103448,61,1525941349.0,20970.565217391304,1149.0260869565218,743706.0,0.9913793103448276,56,gossipcop-1000240645
fake,5,3,0.3333333333333333,0.4,3,1485491292.0,158959.75,791.75,6278.0,0.2,2,gossipcop-1000908841
fake,3,2,0.0,0.3333333333333333,1,1495247422.0,317729.0,723.0,0,0.3333333333333333,1,gossipcop-1009248558
fake,15,10,0.4,0.3333333333333333,14,1496761308.0,26939.0,3446.9285714285716,2765.666666666667,0.4666666666666667,7,gossipcop-1012123555
fake,30,22,0.3181818181818182,0.26666666666666666,21,1530402738.0,30835.96551724138,5045.862068965517,12419.083333333334,0.16666666666666666,11,gossipcop-1014383679
fake,834,619,0.345718901453958,0.2577937649880096,729,1536209742.0,46004.38175270108,1616.280912364946,32309.24215911522,0.009592326139088728,42,gossipcop-1014616559
fake,207,191,0.07853403141361257,0.07729468599033816,179,1510127467.0,16406.587378640776,1466.0679611650485,88881.93055555555,0.3961352657004831,78,gossipcop-1014636162
fake,1002,857,0.16802800466744458,0.14471057884231536,655,1530469699.0,26516.03896103896,1985.4115884115884,3416424.6267280416,0.9650698602794411,502,gossipcop-1020220396
fake,1611,855,0.8830409356725146,0.4692737430167598,1495,1534298690.0,9555.522360248448,1876.9155279503107,89453.55284035623,0.9739292364990689,720,gossipcop-1020335052
fake,2,1,0.0,0.5,1,1535367862.0,42.0,14.0,0,0.5,1,gossipcop-1023576750
fake,48,47,0.0,0.020833333333333332,45,1488704068.0,2213.8297872340427,775.0,0,0.125,7,gossipcop-1023869303
fake,9,6,0.3333333333333333,0.3333333333333333,7,1521037965.0,5342.75,2135.625,6971.5,0.2222222222222222,7,gossipcop-1026488145
fake,15,14,0.0,0.06666666666666667,12,1504665067.0,46449.28571428572,1402.357142857143,0,0.3333333333333333,7,gossipcop-1026793571
fake,7,4,0.5,0.42857142857142855,5,1489345093.0,108150.5,2199.8333333333335,184.0,0.2857142857142857,2,gossipcop-1031800447
fake,14,11,0.18181818181818182,0.21428571428571427,11,1530635400.0,27933.23076923077,742.0769230769231,7578.5,0.07142857142857142,3,gossipcop-1032468824
fake,8,7,0.0,0.125,7,1510190996.0,2066.285714285714,1396.857142857143,0,0.25,4,gossipcop-1032664975
fake,6,5,0.0,0.16666666666666666,5,1486677013.0,2812.6,2092.6,0,0.8333333333333334,5,gossipcop-1036952493
fake,15,14,0.0,0.06666666666666667,12,1524728433.0,809.9285714285714,691.6428571428571,0,0.7333333333333333,12,gossipcop-1037841505
fake,3,1,1.0,0.6666666666666666,2,1516269793.0,13116.5,1557.0,1383212.0,0.3333333333333333,1,gossipcop-1039751251
fake,3,2,0.0,0.3333333333333333,2,1531909608.0,159079.5,2846.5,0,0.3333333333333333,2,gossipcop-1042406339
fake,2,1,0.0,0.5,1,1527485420.0,31.0,2.0,0,0.5,1,gossipcop-1043854322
fake,10,9,0.0,0.1,7,1516219088.0,70941.88888888889,354.55555555555554,0,0.1,5,gossipcop-1044110130
fake,128,93,0.3655913978494624,0.2734375,119,1541202950.0,3406.6299212598424,2731.6377952755906,61717.42261904762,0.0078125,2,gossipcop-10448753
fake,25,16,0.5,0.36,16,1514972481.0,432940.625,9284.25,6893.944444444444,0.08,5,gossipcop-1046174363
fake,4,3,0.0,0.25,2,1505310542.0,3163.3333333333335,2923.0,0,0.75,2,gossipcop-1046566535
fake,66,48,0.3541666666666667,0.2727272727272727,55,1526920331.0,39353.92307692308,2808.5692307692307,14644.833333333334,0.030303030303030304,8,gossipcop-1049883569
fake,12,11,0.0,0.08333333333333333,9,1520531437.0,7740.727272727273,7355.818181818182,0,0.6666666666666666,8,gossipcop-1051213706
fake,15,12,0.16666666666666666,0.2,11,1526085007.0,305483.64285714284,1465.7142857142858,6559.5,0.06666666666666667,1,gossipcop-1051401062
fake,3,2,0.0,0.3333333333333333,2,1516734607.0,160153.0,2086.5,0,0.3333333333333333,2,gossipcop-1051672830
fake,8,6,0.16666666666666666,0.25,5,1493608627.0,138155.57142857142,1817.5714285714287,15.0,0.375,4,gossipcop-1052490641
fake,63,58,0.06896551724137931,0.07936507936507936,62,1504935344.0,16815.354838709678,1282.8870967741937,722.8333333333334,0.49206349206349204,55,gossipcop-1053862865
fake,12,7,0.5714285714285714,0.4166666666666667,8,1515782765.0,58450.63636363636,673.3636363636364,14947.5,0.16666666666666666,4,gossipcop-1053975112
fake,19,17,0.058823529411764705,0.10526315789473684,14,1515486531.0,18385.0,1335.0,7096.0,0.3684210526315789,9,gossipcop-1055577574
fake,2,1,0.0,0.5,1,1491427831.0,317729.0,723.0,0,0.5,1,gossipcop-1059489954
