label,num_nodes,num_tweets,avg_num_retweet,retweet_perc,num_users,total_propagation_time,avg_num_followers,avg_num_friends,avg_time_diff,perc_post_1_hour,users_10h,id
fake,124,82,0.5,0.3387096774193548,122,1454356199.0,6980.20325203252,5410.723577235773,66045.63115079365,0.1532258064516129,88,politifact11773
fake,12,9,0.2222222222222222,0.25,11,1486938586.0,2670.4545454545455,1903.0,28906.5,0.08333333333333333,1,politifact13038
fake,59,40,0.45,0.3220338983050847,47,1543480642.0,3597.689655172414,871.8793103448276,41604.9,0.6101694915254238,23,politifact13467
fake,333,219,0.5159817351598174,0.34234234234234234,316,1524245219.0,109006.96686746988,2361.5210843373493,160908.68967613927,0.45345345345345345,207,politifact13468
fake,1530,712,1.1474719101123596,0.534640522875817,1421,1506619741.0,3942.9156311314587,3699.542184434271,90408.42359132848,0.00130718954248366,3,politifact13475
fake,882,584,0.5085616438356164,0.3378684807256236,854,1494677911.0,12791.253121452894,2478.771850170261,35012.889953879545,0.21882086167800455,574,politifact13496
fake,28,23,0.17391304347826086,0.17857142857142858,26,1480379647.0,1225.5925925925926,1586.7037037037037,12304.333333333334,0.42857142857142855,19,politifact13501
fake,2906,931,2.1203007518796992,0.6796283551273228,2331,1544115775.0,11901.48709122203,3328.4994836488813,57791.47494310885,0.6624225739848589,643,politifact13515
fake,533,262,1.0305343511450382,0.5084427767354597,496,1481783179.0,3818.498120300752,3862.2293233082705,16331.203156878239,0.02626641651031895,236,politifact13544
fake,3,2,0.0,0.3333333333333333,2,1468308170.0,5077.5,5514.0,0,0.3333333333333333,1,politifact13557
fake,1356,824,0.6444174757281553,0.39233038348082594,1154,1523015552.0,3501.163837638376,3101.7564575645756,113120.6573229629,0.9985250737463127,654,politifact13559
fake,93,70,0.3142857142857143,0.24731182795698925,81,1481706393.0,6424.271739130435,3336.478260869565,698717.35,0.03225806451612903,8,politifact13560
fake,89,5,16.6,0.9438202247191011,79,1484231304.0,25566.170454545456,1990.6477272727273,29509.160381403166,0.011235955056179775,1,politifact13561
fake,29,20,0.4,0.3103448275862069,22,1488123490.0,4418.5,4397.535714285715,7867.722222222222,0.10344827586206896,4,politifact13565
fake,220,142,0.5422535211267606,0.35454545454545455,203,1487616348.0,5610.92694063927,2903.990867579909,15429.877401960784,0.06818181818181818,12,politifact13576
fake,19,11,0.6363636363636364,0.42105263157894735,16,1484294584.0,18758.222222222223,2417.6666666666665,2183.5714285714284,0.05263157894736842,1,politifact13577
fake,230,213,0.07511737089201878,0.07391304347826087,202,1535561253.0,1780.6069868995633,2303.467248908297,46152.125,0.9826086956521739,195,politifact13584
fake,848,703,0.20483641536273114,0.17099056603773585,714,1515965953.0,4404.5489964580875,3467.622195985832,33482.376130873956,0.0011792452830188679,2,politifact13589
fake,82,78,0.038461538461538464,0.04878048780487805,78,1504186944.0,1019.1358024691358,765.0617283950618,19633.333333333332,0.012195121951219513,1,politifact13591
fake,6,5,0.0,0.16666666666666666,5,1482857517.0,429.6,555.4,0,0.16666666666666666,1,politifact13593
fake,39,34,0.11764705882352941,0.1282051282051282,35,1482704492.0,1510.7894736842106,1590.6315789473683,19591.5,0.02564102564102564,6,politifact13600
fake,10,9,0.0,0.1,9,1482492107.0,1252.5555555555557,929.8888888888889,0,0.1,3,politifact13601
fake,6,5,0.0,0.16666666666666666,4,1483966108.0,1026.0,1864.6,0,0.16666666666666666,1,politifact13608
fake,217,106,1.0377358490566038,0.511520737327189,206,1496779557.0,4305.958333333333,4494.935185185185,21128.33513673028,0.004608294930875576,1,politifact13617
fake,143,116,0.22413793103448276,0.1888111888111888,134,1493302268.0,3454.478873239437,3538.8098591549297,28906.373456790123,0.993006993006993,111,politifact13663
fake,344,183,0.8743169398907104,0.4680232558139535,320,1500968526.0,7073.244897959184,3365.3760932944606,13808.882902371985,0.02616279069767442,96,politifact13677
fake,1549,608,1.5460526315789473,0.6074887023886378,1476,1526145444.0,3965.9896640826873,3504.958010335917,55986.21857415018,0.9993544222078761,566,politifact13687
fake,222,210,0.05238095238095238,0.05405405405405406,183,1520599807.0,1984.1719457013576,1344.7828054298643,1781.0,0.009009009009009009,2,politifact13698
fake,548,530,0.03207547169811321,0.032846715328467155,526,1520533566.0,656.6398537477148,915.563071297989,946008.15,0.0018248175182481751,3,politifact13703
fake,886,575,0.5391304347826087,0.3510158013544018,809,1510671976.0,2447.813559322034,2087.517514124294,105283.66502882038,0.024830699774266364,180,politifact13711
fake,159,78,1.0256410256410255,0.5094339622641509,151,1513513973.0,6473.822784810127,2000.5759493670887,68230.69196078432,0.018867924528301886,33,politifact13720
fake,122,52,1.3269230769230769,0.5737704918032787,114,1500903537.0,4876.760330578512,4481.05785123967,40967.75347222222,0.9918032786885246,49,politifact13724
fake,168,145,0.15172413793103448,0.13690476190476192,153,1491897227.0,2685.0,2772.0359281437127,41287.92333333333,0.005952380952380952,7,politifact13731
fake,47,41,0.12195121951219512,0.1276595744680851,42,1496936021.0,1421.1521739130435,1450.7173913043478,4324.0,0.02127659574468085,4,politifact13744
fake,136,117,0.15384615384615385,0.13970588235294118,125,1489502638.0,1256.8222222222223,1457.8666666666666,3227.3555555555554,0.04411764705882353,31,politifact13747
fake,245,84,1.9047619047619047,0.6571428571428571,215,1491641187.0,3418.75,3377.4795081967213,2822270.8773940345,0.004081632653061225,12,politifact13751
fake,23,21,0.047619047619047616,0.08695652173913043,20,1488103775.0,960.6818181818181,2098.0454545454545,8391.0,0.043478260869565216,3,politifact13764
fake,110,34,2.2058823529411766,0.6909090909090909,109,1510312574.0,3994.256880733945,4025.1559633027523,7352.211805555556,0.00909090909090909,4,politifact13765
fake,124,82,0.5,0.3387096774193548,119,1498994680.0,3126.6260162601625,3170.5934959349593,56771.038095238095,0.008064516129032258,1,politifact13766
fake,486,405,0.19753086419753085,0.16666666666666666,463,1502217043.0,5639.505154639175,3701.3835051546394,16425.402508960575,0.012345679012345678,19,politifact13771
fake,2087,1637,0.274282223579719,0.21562050790608528,1985,1539515607.0,2057.0004793863855,1741.441514860978,167042.63869004746,0.9746046957355055,1505,politifact13773
fake,459,323,0.4179566563467492,0.2962962962962963,407,1490369805.0,3305.117903930131,2807.2467248908297,164556.4538530466,0.010893246187363835,52,politifact13775
fake,208,79,1.620253164556962,0.6201923076923077,199,1488099243.0,5808.091787439614,5759.623188405797,28361.545833333334,0.014423076923076924,15,politifact13784
fake,103,92,0.10869565217391304,0.10679611650485436,99,1494575113.0,1109.950980392157,1452.1764705882354,72751.6,0.009708737864077669,8,politifact13794
fake,96,87,0.09195402298850575,0.09375,92,1490324295.0,1228.2526315789473,1646.9894736842105,350797.25,0.010416666666666666,1,politifact13806
fake,187,151,0.23178807947019867,0.1925133689839572,177,1510238269.0,4524.3387096774195,2613.930107526882,9413.282634032634,0.0053475935828877,1,politifact13807
fake,427,371,0.14824797843665768,0.13114754098360656,398,1521291585.0,6396.9906103286385,1435.913145539906,260163.41504329004,0.00702576112412178,5,politifact13815
fake,476,255,0.8627450980392157,0.4642857142857143,466,1490223655.0,2974.0884210526315,3183.751578947368,19122.92084529033,0.0021008403361344537,1,politifact13816
fake,1291,1052,0.2262357414448669,0.18512780790085206,1152,1512775390.0,2392.6131782945736,1982.5263565891473,635705.4295616314,0.9984508133230054,924,politifact13820
fake,145,98,0.46938775510204084,0.32413793103448274,137,1503692595.0,2475.5763888888887,2640.152777777778,14503.561666666666,0.006896551724137931,7,politifact13823
